site,state,date,observed_streamflow_cms,forecast_baseflow_cms
2472000,Mississippi,2018-10-17,3.6528672002314817,2.515740740740741
2472000,Mississippi,2018-10-18,3.6528672002314817,2.4583333333333335
2472000,Mississippi,2018-10-19,3.6528672002314817,2.4024305555555556
2472000,Mississippi,2018-10-20,3.567916799768519,2.3400462962962965
2472000,Mississippi,2018-10-21,3.482966400462963,2.2866319444444443
2472000,Mississippi,2018-10-22,3.4263327997685185,2.2346064814814817
2472000,Mississippi,2018-10-23,3.398016,2.1765625
2472000,Mississippi,2018-10-24,3.3696992002314814,2.1269097222222224
2472000,Mississippi,2018-10-25,5.097024,2.078587962962963
2472000,Mississippi,2018-10-26,10.278998400462964,2.0245949074074074
2472000,Mississippi,2018-10-27,9.259593599537038,1.9784143518518518
2472000,Mississippi,2018-10-28,7.1075167997685185,1.9334490740740742
2472000,Mississippi,2018-10-29,5.550092799768518,1.889351851851852
2472000,Mississippi,2018-10-30,4.785539200231481,1.846412037037037
2472000,Mississippi,2018-10-31,4.332470400462963,1.7984375
2472000,Mississippi,2018-11-01,8.268505599537036,1.7574074074074073
2472000,Mississippi,2018-11-02,9.20296,1.7174189814814815
2472000,Mississippi,2018-11-03,7.815436799768519,1.672800925925926
2472000,Mississippi,2018-11-04,6.484547200231481,1.6346643518518518
2472000,Mississippi,2018-11-05,6.512864,1.5974537037037038
2472000,Mississippi,2018-11-06,6.626131200231481,1.555960648148148
2472000,Mississippi,2018-11-07,8.268505599537036,1.5204861111111112
2472000,Mississippi,2018-11-08,19.028889594907408,1.4858796296296297
2472000,Mississippi,2018-11-09,17.92453439814815,1.452025462962963
2472000,Mississippi,2018-11-10,21.40750079861111,1.4190393518518518
2472000,Mississippi,2018-11-11,18.80235519675926,1.3821180555555554
